lineage	count
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Runella	34321
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Piscirickettsiaceae	13607
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Verrucosispora	19568
d_Bacteria;p_Nitrospirae;c_Nitrospira;o_Nitrospirales;f_Nitrospiraceae;g_Nitrospira;s_Nitrospira defluvii	7788
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Arachnida;o_Mesostigmata;f_Varroidae;g_Varroa;s_Varroa jacobsoni	40471
d_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Parachlamydiales;f_Waddliaceae;g_Waddlia	16666
d_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Parachlamydiales;f_Waddliaceae;g_Waddlia;s_Waddlia chondrophila	16639
d_Bacteria;p_Chlamydiae;c_Chlamydiia;o_Parachlamydiales;f_Waddliaceae	16666
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Legionellales;f_Legionellaceae;g_Legionella;s_Legionella pneumophila	14400
d_Eukaryota;p_Evosea;c_Eumycetozoa;o_Dictyosteliales	11691
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylorubrum	28181
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micromonosporales;f_Micromonosporaceae;g_Verrucosispora;s_Verrucosispora sp. MS100047	19081
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae	22664
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;g_Candidatus Kinetoplastibacterium;s_Candidatus Kinetoplastibacterium crithidii	11075
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Entomoplasmataceae	9776
d_Bacteria;p_Aquificae;c_Aquificae;o_Aquificales	11760
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Diaphorobacter	33259
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae	14176
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Francisellaceae	10710
d_Viruses;p_Uroviricota;c_Caudoviricetes;o_Caudovirales;f_Autographiviridae;g_Pelagivirus;s_Pelagibacter virus HTVC019P	5823
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Salmoniformes;f_Salmonidae;g_Oncorhynchus;s_Oncorhynchus nerka	20344
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Nymphaeales;f_Nymphaeaceae	24442
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Nymphaeales;f_Nymphaeaceae;g_Nymphaea;s_Nymphaea colorata	24441
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Nymphaeales	24444
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Nymphaeales;f_Nymphaeaceae;g_Nymphaea	24442
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rhamnaceae;g_Ziziphus;s_Ziziphus jujuba	43725
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rhamnaceae;g_Ziziphus	43725
d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae	21117
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rhamnaceae	43725
d_Bacteria;p_Cyanobacteria;o_Oscillatoriales;f_Microcoleaceae	230330
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus;s_Lactococcus lactis	8513
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Amoebophilaceae	40089
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Amoebophilaceae;g_Candidatus Cardinium	40066
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Mamiellophyceae;o_Mamiellales;f_Mamiellaceae;g_Micromonas;s_Micromonas pusilla	9512
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium;s_Methylobacterium radiotolerans	27172
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium branderi	19677
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Zoogloeaceae;g_Thauera;s_Thauera aromatica	12616
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Thiobacillaceae	7733
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Leisingera;s_Leisingera aquaemixtae	16347
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Chlamydomonadales;f_Volvocaceae;g_Volvox;s_Volvox carteri	37134
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Chlamydomonadales;f_Volvocaceae;g_Volvox	37153
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Candidatus Midichloriaceae;g_Candidatus Fokinia;s_Candidatus Fokinia solitaria	7082
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas sp. JE1	28911
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rickettsiales;f_Candidatus Midichloriaceae;g_Candidatus Fokinia	7082
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Imitervirales;f_Mimiviridae;g_Hokovirus;s_Hokovirus HKV1	21197
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Yersiniaceae;g_Serratia	16577
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Imitervirales;f_Mimiviridae;g_Hokovirus	21197
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Rhodocyclaceae;g_Aromatoleum;s_Aromatoleum aromaticum	15947
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Amoebophilaceae;g_Candidatus Cardinium;s_Cardinium endosymbiont of Encarsia pergandiella	38172
d_Eukaryota;p_Evosea;c_Eumycetozoa;o_Dictyosteliales;f_Dictyosteliaceae;g_Dictyostelium	10464
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Malacostraca;o_Decapoda;f_Penaeidae	16059
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Malacostraca;o_Decapoda;f_Penaeidae;g_Penaeus	16036
d_Eukaryota;p_Evosea;c_Eumycetozoa;o_Dictyosteliales;f_Dictyosteliaceae	10468
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylocystaceae;g_Methylosinus	16105
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia sprentiae	28136
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Malpighiales;f_Salicaceae;g_Populus	21892
d_Eukaryota;p_Evosea;c_Eumycetozoa;o_Acytosteliales	16893
d_Eukaryota;p_Parabasalia	9511
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Malpighiales;f_Salicaceae	21897
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Streptosporangiaceae	15113
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Malacostraca;o_Decapoda;f_Penaeidae;g_Penaeus;s_Penaeus vannamei	15790
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio gigas	9427
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales;f_Holosporaceae;g_Candidatus Cytomitobacter;s_Candidatus Cytomitobacter indipagum	6580
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Lepidoptera;f_Plutellidae;g_Plutella	15505
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aurantimonadaceae;g_Aureimonas;s_Aureimonas altamirensis	31153
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Lepidoptera;f_Plutellidae	15505
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Lepidoptera;f_Plutellidae;g_Plutella;s_Plutella xylostella	15505
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales	14859
d_Bacteria;p_Candidatus Campbellbacteria	17612
d_Bacteria;p_Candidatus Campbellbacteria;s_Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	17612
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Hexanauplia;o_Calanoida;f_Temoridae	11824
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium;s_Rhizobium sp. ADMK78	43318
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Methylococcales;f_Methylococcaceae	14722
d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;g_Riemerella	16081
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Candidatus Blochmannia	9543
d_Archaea;p_Euryarchaeota;c_Halobacteria;o_Halobacteriales;f_Halobacteriaceae	12764
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Metalysinibacillus;s_Metalysinibacillus saudimassiliensis	12776
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Magnetospirillum;s_Magnetospirillum sp. pMbN1	21465
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Metalysinibacillus	12776
d_Eukaryota;p_Parabasalia;o_Trichomonadida;f_Trichomonadidae;g_Trichomonas	9079
d_Eukaryota;p_Parabasalia;o_Trichomonadida	9086
d_Eukaryota;p_Parabasalia;o_Trichomonadida;f_Trichomonadidae;g_Trichomonas;s_Trichomonas vaginalis	9069
d_Eukaryota;c_Oomycota;o_Peronosporales;f_Peronosporaceae;g_Phytophthora	15111
d_Eukaryota;p_Parabasalia;o_Trichomonadida;f_Trichomonadidae	9080
d_Bacteria;p_Firmicutes;c_Clostridia;o_Thermoanaerobacterales	8484
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Woeseiaceae	7726
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Hexanauplia;o_Calanoida;f_Temoridae;g_Eurytemora	11659
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Piscirickettsiaceae;g_Piscirickettsia	11930
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Acidovorax;s_Acidovorax sp. 16-35-5	35849
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Hexanauplia;o_Calanoida;f_Temoridae;g_Eurytemora;s_Eurytemora affinis	11648
d_Eukaryota;p_Ciliophora;c_Oligohymenophorea;o_Hymenostomatida	11184
d_Bacteria;p_Proteobacteria;c_Acidithiobacillia;o_Acidithiobacillales;f_Acidithiobacillaceae;g_Acidithiobacillus;s_Acidithiobacillus ferrooxidans	11840
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Artiodactyla;f_Lipotidae	12399
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Artiodactyla;f_Lipotidae;g_Lipotes	12399
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Artiodactyla;f_Lipotidae;g_Lipotes;s_Lipotes vexillifer	12399
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium;s_Sphingobium yanoikuyae	40651
d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Weeksellaceae;g_Riemerella;s_Riemerella anatipestifer	15850
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Rhodobacter;s_Rhodobacter sp. CZR27	30949
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio vulgaris	13372
d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Planctomyces	15474
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Thiobacillaceae;g_Thiobacillus	7249
d_Eukaryota;p_Heterolobosea;f_Vahlkampfiidae	13434
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum lipoferum	28649
d_Eukaryota;p_Heterolobosea;f_Vahlkampfiidae;g_Naegleria	13407
d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Thermales;f_Thermaceae;g_Meiothermus;s_Meiothermus taiwanensis	24220
d_Eukaryota;p_Evosea;o_Mastigamoebida	9363
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aurantimonadaceae;g_Fulvimarina	22534
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Rhodospirillaceae;g_Azospirillum;s_Azospirillum baldaniorum	19859
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Actiniaria;f_Aiptasiidae;g_Exaiptasia;s_Exaiptasia diaphana	16482
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Actiniaria;f_Aiptasiidae	16482
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Actiniaria;f_Aiptasiidae;g_Exaiptasia	16482
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Candidatus Hepatoplasma	6648
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Candidatus Hepatoplasma;s_Candidatus Hepatoplasma crinochetorum	6648
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium;s_Novosphingobium sp. KA1	25193
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium	16830
d_Eukaryota;k_Fungi;p_Mucoromycota	19066
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Streptosporangiales;f_Nocardiopsaceae;g_Nocardiopsis;s_Nocardiopsis dassonvillei	13045
d_Bacteria;p_Tenericutes;s_Tenericutes bacterium MO-XQ	6143
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae	15948
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Halieaceae;g_Haliea	16770
d_Eukaryota;c_Eustigmatophyceae;o_Eustigmatales;f_Monodopsidaceae;g_Nannochloropsis;s_Nannochloropsis gaditana	42186
d_Bacteria;p_Ignavibacteriae;c_Ignavibacteria	10529
d_Bacteria;p_Ignavibacteriae	10529
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Diaphorobacter;s_Diaphorobacter sp. HDW4B	27413
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylorubrum;s_Methylorubrum extorquens	22232
d_Archaea;p_Euryarchaeota;c_Candidatus Poseidoniia	16175
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Cellvibrionales;f_Halieaceae;g_Haliea;s_Haliea sp. ETY-M	16756
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aurantimonadaceae;g_Fulvimarina;s_Fulvimarina pelagi	22024
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Gigartinales	17863
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Stenotrophomonas;s_Stenotrophomonas maltophilia	14950
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingobium;s_Sphingobium sp. TKS	24488
d_Bacteria;p_Chlorobi	14888
d_Bacteria;p_Planctomycetes;c_Planctomycetia;o_Planctomycetales;f_Planctomycetaceae;g_Planctomyces;s_Planctomyces sp. SH-PL62	14063
d_Eukaryota;p_Euglenozoa;c_Euglenida;o_Euglenales;f_Euglenaceae;g_Euglena	25382
d_Bacteria;p_Gemmatimonadetes;c_Gemmatimonadetes;o_Gemmatimonadales	13322
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus aminovorans	26810
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Wolinella	14137
d_Bacteria;p_Gemmatimonadetes;c_Gemmatimonadetes	13322
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aurantimonadaceae;g_Aureimonas;s_Aureimonas sp. AU20	27024
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Wolinella;s_Wolinella succinogenes	14137
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Candidatus Nanopelagicales;f_Candidatus Nanopelagicaceae;g_Candidatus Nanopelagicus	9802
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Nitrobacter	7547
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Massilia	19654
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Desulfococcus	11726
d_Eukaryota;p_Haptista;c_Haptophyta;o_Isochrysidales;f_Isochrysidaceae;g_Isochrysis	4733
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus aureus	9363
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae;g_Chitiniphilus	15235
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Spiroplasmataceae;g_Spiroplasma	8507
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae;g_Chitiniphilus;s_Chitiniphilus shinanonensis	15235
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Entomoplasmatales;f_Spiroplasmataceae	8507
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bartonellaceae;g_Bartonella;s_Bartonella schoenbuchensis	6893
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bradyrhizobiaceae;g_Nitrobacter;s_Nitrobacter hamburgensis	7056
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Desulfococcus;s_Desulfococcus multivorans	11551
d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Dokdonia	15175
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Diptera;f_Drosophilidae;g_Drosophila;s_Drosophila biarmipes	29993
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Algavirales;f_Phycodnaviridae;g_Prasinovirus;s_Ostreococcus tauri virus RT-2011	5018
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Ectothiorhodospiraceae;g_Thioalkalivibrio	9316
d_Eukaryota;p_Rhodophyta;c_Bangiophyceae;o_Cyanidiales;f_Cyanidiaceae	12573
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas elodea	34258
d_Eukaryota;p_Rhodophyta;c_Bangiophyceae;o_Cyanidiales	12573
d_Bacteria;p_Bacteroidetes;c_Saprospiria;o_Saprospirales	42222
d_Bacteria;p_Bacteroidetes;c_Saprospiria	42222
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aurantimonadaceae;g_Aureimonas;s_Aureimonas frigidaquae	27139
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Thiotrichales;f_Piscirickettsiaceae;g_Piscirickettsia;s_Piscirickettsia salmonis	10402
d_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium columnare	14974
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodospirillales;f_Acetobacteraceae;g_Roseomonas;s_Roseomonas gilardii	30838
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Methylophilaceae;g_Methylophilus	19921
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Nitrosomonadales;f_Methylophilaceae;g_Methylophilus;s_Methylophilus methylotrophus	19921
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Variovorax;s_Variovorax sp. RA8	24387
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Heliobacteriaceae	12788
d_Eukaryota;p_Ciliophora;c_Spirotrichea	10182
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomonas;s_Sphingomonas sanxanigenens	28847
d_Bacteria;p_Verrucomicrobia;c_Verrucomicrobiae;o_Verrucomicrobiales;f_Verrucomicrobiaceae;g_Prosthecobacter;s_Prosthecobacter vanneervenii	9244
d_Eukaryota;p_Bacillariophyta;c_Bacillariophyceae;o_Bacillariales	5971
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Rhodocyclales;f_Rhodocyclaceae;g_Aromatoleum;s_Aromatoleum evansii	12330
d_Eukaryota;p_Bacillariophyta;c_Bacillariophyceae;o_Bacillariales;f_Bacillariaceae	5970
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Paracoccus;s_Paracoccus aminophilus	34506
d_Archaea;p_Euryarchaeota;c_Halobacteria;o_Haloferacales;f_Halorubraceae	7971
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Sinorhizobium;s_Sinorhizobium fredii	13168
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Megaviricetes;o_Algavirales;f_Phycodnaviridae;g_Prasinovirus;s_Dishui Lake phycodnavirus 3	3954
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter;s_Hymenobacter sp. NBH84	16967
d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus thuringiensis	17704
d_Bacteria;p_Proteobacteria;c_Acidithiobacillia;o_Acidithiobacillales;f_Acidithiobacillaceae;g_Acidithiobacillus;s_Acidithiobacillus caldus	11636
d_Eukaryota;p_Haptista;c_Haptophyta;o_Isochrysidales;f_Isochrysidaceae;g_Isochrysis;s_Isochrysis galbana	4336
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Amycolatopsis	11677
d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Deinococcales;f_Deinococcaceae;g_Deinococcus;s_Deinococcus sp. S14-83	13733
d_Bacteria;p_Cyanobacteria;o_Nostocales;f_Nostocaceae;g_Anabaena	479027
d_Bacteria;p_Candidatus Woesebacteria;s_Candidatus Woesebacteria bacterium	7038
d_Eukaryota;c_Cryptophyceae;o_Cryptomonadales	7769
d_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanosarcinales;s_Methanosarcinales archaeon ANME-1 ERB7	6335
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis	25786
d_Bacteria;p_Deinococcus-Thermus;c_Deinococci;o_Deinococcales;f_Deinococcaceae;g_Deinococcus;s_Deinococcus metallilatus	10857
d_Bacteria;p_Bacteroidetes;o_Bacteroidetes Order II. Incertae sedis;f_Rhodothermaceae;g_Salinibacter;s_Salinibacter ruber	9457
d_Bacteria;p_Bacteroidetes;o_Bacteroidetes Order II. Incertae sedis;f_Rhodothermaceae;g_Salinibacter	9505
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas	14123
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae	12653
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Asticcacaulis;s_Asticcacaulis excentricus	25142
d_Bacteria;p_Cyanobacteria;o_Synechococcales;f_Synechococcaceae;g_Cyanobium;s_Cyanobium sp. PCC 7001	13679
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas;s_Aeromonas veronii	21046
d_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella sp. oral taxon 299	27071
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium;s_Methylobacterium nodulans	17873
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;g_Candidatus Kinetoplastibacterium;s_Candidatus Kinetoplastibacterium desouzaii	7867
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales;f_Holosporaceae;g_Candidatus Nesciobacter;s_Candidatus Nesciobacter abundans	5109
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter;s_Hymenobacter sp. PAMC 26554	10778
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Holosporales;f_Holosporaceae;g_Candidatus Nesciobacter	5109
d_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Pontibacter	13285
d_Archaea;p_Euryarchaeota;c_Candidatus Poseidoniia;o_Candidatus Poseidoniales	12176
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales	5609
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Fabales;f_Fabaceae;g_Vigna	14908
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Oxalobacteraceae;g_Massilia;s_Massilia putida	16015
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Paraburkholderia;s_Paraburkholderia aromaticivorans	16150
